quest_id,quest_type,valid_flg,attribute_red,attribute_blue,attribute_green,attribute_yellow,pay_limit_time,options,preview_end_date,preview_start_date,help_myself
0,tutorial,3,0,0,0,0,-1,,NULL,NULL,0
1,normal,3,1,1,1,1,-1,,NULL,NULL,1
2,normal,3,1,0,0,0,-1,,NULL,NULL,1
3,normal,3,0,0,1,0,-1,,NULL,NULL,1
4,normal,3,0,0,0,1,-1,,NULL,NULL,1
5,normal,3,0,1,0,0,-1,,NULL,NULL,1
6,normal,3,1,1,1,1,-1,,NULL,NULL,1
7,normal,3,0,0,1,0,-1,,NULL,NULL,1
8,normal,3,0,0,0,1,-1,,NULL,NULL,1
9,normal,3,0,1,0,0,-1,,NULL,NULL,1
10,normal,3,1,0,0,0,-1,,NULL,NULL,1
11,normal,3,1,1,1,1,-1,,NULL,NULL,1
12,normal,3,0,0,0,1,-1,,NULL,NULL,1
13,normal,3,0,1,0,0,-1,,NULL,NULL,1
14,normal,3,1,0,0,0,-1,,NULL,NULL,1
15,normal,3,0,0,1,0,-1,,NULL,NULL,1
16,normal,3,1,1,1,1,-1,,NULL,NULL,1
17,normal,3,0,1,0,0,-1,,NULL,NULL,1
18,normal,3,1,0,0,0,-1,,NULL,NULL,1
19,normal,3,0,0,1,0,-1,,NULL,NULL,1
20,normal,3,0,0,0,1,-1,,NULL,NULL,1
21,normal,3,1,1,1,1,-1,,NULL,NULL,1
22,normal,3,1,1,0,0,-1,,NULL,NULL,1
23,normal,3,1,0,1,0,-1,,NULL,NULL,1
24,normal,3,0,0,1,1,-1,,NULL,NULL,1
25,normal,3,0,1,0,1,-1,,NULL,NULL,1
26,normal,3,1,1,1,1,-1,,NULL,NULL,1
27,normal,1,0,1,0,1,-1,,NULL,NULL,1
28,normal,1,1,0,1,0,-1,,NULL,NULL,1
29,normal,1,0,0,1,1,-1,,NULL,NULL,1
30,normal,1,1,1,0,0,-1,,NULL,NULL,1
31,normal,1,1,1,1,1,-1,,NULL,NULL,1
10008,event,0,0,0,0,0,-1,,NULL,NULL,1
10010,event,0,0,0,0,0,-1,,NULL,NULL,1
10015,event,0,0,0,0,0,-1,,NULL,NULL,1
10020,event,0,0,0,0,0,-1,,NULL,NULL,1
10025,event,0,0,0,0,0,-1,,NULL,NULL,1
10030,event,0,0,0,0,0,-1,,NULL,NULL,1
10035,event,0,0,0,0,0,-1,,NULL,NULL,1
10040,event,0,0,0,0,0,-1,,NULL,NULL,1
10045,event,0,0,0,0,0,-1,,NULL,NULL,1
10050,event,0,0,0,0,0,-1,,NULL,NULL,1
10055,event,0,0,0,0,0,-1,,NULL,NULL,1
10060,event,0,0,0,0,0,-1,,NULL,NULL,1
10065,event,1,0,0,0,0,-1,,NULL,NULL,1
10090,event,0,0,0,0,0,-1,,NULL,NULL,1
10100,event,0,0,0,0,0,-1,,NULL,NULL,1
11001,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11002,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11003,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11004,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11005,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11006,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11007,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11008,weekly,3,0,0,0,0,-1,,NULL,NULL,1
11101,event,3,0,0,0,0,-1,,NULL,NULL,1
11102,event,3,0,0,0,0,-1,,NULL,NULL,1
11103,event,3,0,0,0,0,-1,,NULL,NULL,1
11104,event,3,0,0,0,0,-1,,NULL,NULL,1
11105,event,3,0,0,0,0,-1,,NULL,NULL,1
11106,event,0,0,0,0,0,-1,,NULL,NULL,1
11206,event,0,0,0,0,0,-1,,NULL,NULL,1
11016,event,3,0,0,0,0,-1,,NULL,NULL,1
11017,event,3,0,0,0,0,-1,,NULL,NULL,1
11018,event,3,0,0,0,0,-1,,NULL,NULL,1
11207,event,3,0,0,0,0,-1,,NULL,NULL,1
11208,event,0,0,0,0,0,-1,,NULL,NULL,1
11209,event,3,0,0,0,0,-1,,NULL,NULL,1
11210,guerilla,1,0,0,0,0,-1,,NULL,NULL,1
11211,event,1,0,0,0,0,-1,,NULL,NULL,1
11212,event,3,0,0,0,0,-1,,NULL,NULL,1
11213,event,0,0,0,0,0,-1,,NULL,NULL,1
11214,event,3,0,0,0,0,-1,,NULL,NULL,1
11215,guerilla,3,0,0,0,0,-1,,NULL,NULL,1
11216,event,3,0,0,0,0,-1,,NULL,NULL,1
11217,event,3,0,0,0,0,-1,,NULL,NULL,1
11218,event,3,0,0,0,0,-1,,NULL,NULL,1
11219,event,3,0,0,0,0,-1,,NULL,NULL,1
11220,event,3,0,0,0,0,-1,,NULL,NULL,1
11221,event,3,0,0,0,0,-1,,NULL,NULL,1
11224,event,3,0,0,0,0,-1,,NULL,NULL,1
11225,event,3,0,0,0,0,-1,,NULL,NULL,1
11226,event,3,0,0,0,0,-1,,NULL,NULL,1
11227,event,3,0,0,0,0,-1,,NULL,NULL,1
11228,event,3,0,0,0,0,-1,,NULL,NULL,1
11229,event,3,0,0,0,0,-1,,NULL,NULL,1
11230,event,3,0,0,0,0,-1,,NULL,NULL,1
11231,event,3,0,0,0,0,-1,,NULL,NULL,1
12001,guerilla,3,0,0,0,0,-1,,NULL,NULL,1
12002,guerilla,3,0,0,0,0,-1,,NULL,NULL,1
12003,guerilla,3,0,0,0,0,-1,,NULL,NULL,1
12004,event,3,0,0,0,0,-1,,NULL,NULL,1
13001,event,3,0,0,0,0,-1,,2016-10-31 14:59:59,NULL,1
13101,event,1,0,0,0,0,-1,,2016-10-31 14:59:59,NULL,1
13300,event,3,0,0,0,0,-1,,2016-11-06 14:59:59,2016-10-31 15:00:00,1
13301,event,3,0,0,0,0,-1,,2016-11-06 14:59:59,2016-10-31 15:00:00,1
13302,loop,3,0,0,0,0,-1,,NULL,NULL,1
13400,loop,3,0,0,0,0,-1,,NULL,NULL,1
14001,lock,3,0,0,0,0,5,,NULL,NULL,1
14002,lock,3,0,0,0,0,5,,NULL,NULL,1
14003,lock,3,0,0,0,0,5,,NULL,NULL,1
14004,lock,1,0,0,0,0,0,,NULL,NULL,1
14005,lock,1,0,0,0,0,0,,NULL,NULL,1
14006,lock,1,0,0,0,0,0,,NULL,NULL,1
15027,normal,3,0,1,0,1,-1,,NULL,NULL,1
15028,normal,3,1,0,1,0,-1,,NULL,NULL,1
15029,normal,3,0,0,1,1,-1,,NULL,NULL,1
15030,normal,3,1,1,0,0,-1,,NULL,NULL,1
15031,normal,3,1,1,1,1,-1,,NULL,NULL,1
20001,event,3,0,0,0,0,-1,,NULL,NULL,1
20002,event,3,0,0,0,0,-1,,NULL,NULL,1
20003,event,3,0,0,0,0,-1,,NULL,NULL,1
20004,event,3,0,0,0,0,-1,,NULL,NULL,1
20005,event,3,0,0,0,0,-1,,NULL,NULL,1
20006,event,3,0,0,0,0,-1,,NULL,NULL,1
20007,event,3,0,0,0,0,-1,,NULL,NULL,1
20008,event,3,0,0,0,0,-1,,NULL,NULL,1
20009,event,3,0,0,0,0,-1,,NULL,NULL,1
20010,event,3,0,0,0,0,-1,,NULL,NULL,1
20011,event,3,0,0,0,0,-1,,NULL,NULL,1
20012,event,3,0,0,0,0,-1,,NULL,NULL,1
20013,event,3,0,0,0,0,-1,,NULL,NULL,1
20014,event,3,0,0,0,0,-1,,NULL,NULL,1
20015,event,3,0,0,0,0,-1,,NULL,NULL,1
20016,event,3,0,0,0,0,-1,,NULL,NULL,1
20017,event,3,0,0,0,0,-1,,NULL,NULL,1
20018,event,3,0,0,0,0,-1,,NULL,NULL,1
20019,event,3,0,0,0,0,-1,,NULL,NULL,1
20020,event,3,0,0,0,0,-1,,NULL,NULL,1
20021,event,3,0,0,0,0,-1,,NULL,NULL,1
20022,event,3,0,0,0,0,-1,,NULL,NULL,1
30001,event,3,0,0,0,0,-1,,NULL,NULL,1
30002,event,3,0,0,0,0,-1,,NULL,NULL,1
30003,event,3,0,0,0,0,-1,,NULL,NULL,1
30004,event,3,0,0,0,0,-1,,NULL,NULL,1
30005,event,3,0,0,0,0,-1,,NULL,NULL,1
30006,event,3,0,0,0,0,-1,,NULL,NULL,1
30007,event,3,0,0,0,0,-1,,NULL,NULL,1
30008,event,3,0,0,0,0,-1,,NULL,NULL,1
30009,event,3,0,0,0,0,-1,,NULL,NULL,1
30010,event,3,0,0,0,0,-1,,NULL,NULL,1
30011,event,3,0,0,0,0,-1,,NULL,NULL,1
30012,event,3,0,0,0,0,-1,,NULL,NULL,1
30013,event,3,0,0,0,0,-1,,NULL,NULL,1
30014,event,3,0,0,0,0,-1,,NULL,NULL,1
30015,event,3,0,0,0,0,-1,,NULL,NULL,1
30016,event,3,0,0,0,0,-1,,NULL,NULL,1
30017,event,3,0,0,0,0,-1,,NULL,NULL,1
30018,event,3,0,0,0,0,-1,,NULL,NULL,1
30019,event,3,0,0,0,0,-1,,NULL,NULL,1
30020,event,3,0,0,0,0,-1,,NULL,NULL,1
30021,event,3,0,0,0,0,-1,,NULL,NULL,1
30022,event,3,0,0,0,0,-1,,NULL,NULL,1
30023,event,3,0,0,0,0,-1,,NULL,NULL,1
30024,event,3,0,0,0,0,-1,,NULL,NULL,1
30025,event,3,0,0,0,0,-1,,NULL,NULL,1
30026,event,3,0,0,0,0,-1,,NULL,NULL,1
30027,event,3,0,0,0,0,-1,,NULL,NULL,1
30028,event,3,0,0,0,0,-1,,NULL,NULL,1
30029,event,3,0,0,0,0,-1,,NULL,NULL,1
30030,event,3,0,0,0,0,-1,,NULL,NULL,1
30031,event,3,0,0,0,0,-1,,NULL,NULL,1
30032,event,3,0,0,0,0,-1,,NULL,NULL,1
30033,event,3,0,0,0,0,-1,,NULL,NULL,1
30034,event,3,0,0,0,0,-1,,NULL,NULL,1
30035,event,3,0,0,0,0,-1,,NULL,NULL,1
30036,event,3,0,0,0,0,-1,,NULL,NULL,1
30037,event,3,0,0,0,0,-1,,NULL,NULL,1
30038,event,3,0,0,0,0,-1,,NULL,NULL,1
30039,event,3,0,0,0,0,-1,,NULL,NULL,1
30040,event,3,0,0,0,0,-1,,NULL,NULL,1
30041,event,3,0,0,0,0,-1,,NULL,NULL,1
30042,event,3,0,0,0,0,-1,,NULL,NULL,1
30043,event,3,0,0,0,0,-1,,NULL,NULL,1
30044,event,3,0,0,0,0,-1,,NULL,NULL,1
30045,event,3,0,0,0,0,-1,,NULL,NULL,1
30046,event,3,0,0,0,0,-1,,NULL,NULL,1
30047,event,3,0,0,0,0,-1,,NULL,NULL,1
30048,event,3,0,0,0,0,-1,,NULL,NULL,1
30049,event,3,0,0,0,0,-1,,NULL,NULL,1
30050,event,3,0,0,0,0,-1,,NULL,NULL,1
38101,event,1,0,0,0,0,-1,,NULL,NULL,1
39001,event,3,0,0,0,0,-1,,NULL,NULL,1
39002,event,3,0,0,0,0,-1,,NULL,NULL,1
39003,event,3,0,0,0,0,-1,,NULL,NULL,1
39004,event,3,0,0,0,0,-1,,NULL,NULL,1
39005,event,1,0,0,0,0,-1,,NULL,NULL,1
39006,event,3,0,0,0,0,-1,shingeki,NULL,NULL,1
39007,event,1,0,0,0,0,-1,,NULL,NULL,1
39008,event,3,0,0,0,0,-1,miku,NULL,2017-01-26 15:00:00,1
39009,event,3,0,0,0,0,-1,miku,NULL,2017-01-26 15:00:00,1
39010,event,3,0,0,0,0,-1,,NULL,NULL,1
39011,event,3,0,0,0,0,-1,,NULL,NULL,1
39012,event,3,0,0,0,0,-1,"log,nyanko",NULL,NULL,1
39013,event,1,0,0,0,0,-1,log,NULL,NULL,1
39014,event,1,0,0,0,0,-1,log,NULL,NULL,1
40001,event,1,0,0,0,0,-1,,NULL,NULL,1
40002,event,1,0,0,0,0,-1,,NULL,NULL,1
40003,event,1,0,0,0,0,-1,,NULL,NULL,1
40004,event,1,0,0,0,0,-1,,NULL,NULL,1
40005,event,1,0,0,0,0,-1,,NULL,NULL,1
40006,event,1,0,0,0,0,-1,,NULL,NULL,1
40007,event,1,0,0,0,0,-1,,NULL,NULL,1
40008,event,1,0,0,0,0,-1,,NULL,NULL,1
40009,event,1,0,0,0,0,-1,log,NULL,NULL,1
40010,event,1,0,0,0,0,-1,log,NULL,NULL,1
40011,event,1,0,0,0,0,-1,log,NULL,NULL,1
40012,event,1,0,0,0,0,-1,log,NULL,NULL,1
40013,event,1,0,0,0,0,-1,log,NULL,NULL,1
40014,event,1,0,0,0,0,-1,log,NULL,NULL,1
40015,event,1,0,0,0,0,-1,log,NULL,NULL,1
40016,event,3,0,0,0,0,-1,log,NULL,NULL,1
40017,event,3,0,0,0,0,-1,log,NULL,NULL,1
40018,event,3,0,0,0,0,-1,log,NULL,NULL,1
40019,event,3,0,0,0,0,-1,log,NULL,NULL,1
40021,event,3,0,0,0,0,-1,log,NULL,NULL,1
40022,event,3,0,0,0,0,-1,log,NULL,NULL,1
40023,event,3,0,0,0,0,-1,log,NULL,NULL,1
40024,event,3,0,0,0,0,-1,log,NULL,NULL,1
40025,event,3,0,0,0,0,-1,log,NULL,NULL,1
40026,event,3,0,0,0,0,-1,log,NULL,NULL,1
40027,event,3,0,0,0,0,-1,log,NULL,NULL,1
40028,event,3,0,0,0,0,-1,log,NULL,NULL,1
40029,event,3,0,0,0,0,-1,log,NULL,NULL,1
40030,event,3,0,0,0,0,-1,log,NULL,NULL,1
40031,event,3,0,0,0,0,-1,log,NULL,NULL,1
40032,event,3,0,0,0,0,-1,log,NULL,NULL,1
40033,event,3,0,0,0,0,-1,log,NULL,NULL,1
40034,event,3,0,0,0,0,-1,log,NULL,NULL,1
40035,event,3,0,0,0,0,-1,log,NULL,NULL,1
40036,event,3,0,0,0,0,-1,log,NULL,NULL,1
40037,event,3,0,0,0,0,-1,log,NULL,NULL,1
40038,event,3,0,0,0,0,-1,log,NULL,NULL,1
40039,event,3,0,0,0,0,-1,log,NULL,NULL,1
40040,event,3,0,0,0,0,-1,log,NULL,NULL,1
40041,event,3,0,0,0,0,-1,log,NULL,NULL,1
40042,event,3,0,0,0,0,-1,log,NULL,NULL,1
40043,event,3,0,0,0,0,-1,log,NULL,NULL,1
40044,event,3,0,0,0,0,-1,log,NULL,NULL,1
40045,event,3,0,0,0,0,-1,log,NULL,NULL,1
40046,event,3,0,0,0,0,-1,log,NULL,NULL,1
48001,event,1,0,0,0,0,-1,,NULL,NULL,1
48002,event,1,0,0,0,0,-1,,NULL,NULL,1
48003,event,3,0,0,0,0,-1,,NULL,NULL,1
48004,event,3,0,0,0,0,-1,,NULL,NULL,1
48005,event,3,0,0,0,0,-1,,NULL,NULL,1
48006,event,3,0,0,0,0,-1,,NULL,NULL,1
48007,event,1,0,0,0,0,-1,,NULL,NULL,1
48008,event,1,0,0,0,0,-1,,NULL,NULL,1
48009,event,1,0,0,0,0,-1,,NULL,NULL,1
48010,event,1,0,0,0,0,-1,,NULL,NULL,1
48011,event,1,0,0,0,0,-1,,NULL,NULL,1
48012,event,1,0,0,0,0,-1,,NULL,NULL,1
48013,event,1,0,0,0,0,-1,,NULL,NULL,1
48014,event,3,0,0,0,0,-1,,NULL,NULL,1
48015,event,3,0,0,0,0,-1,,NULL,NULL,1
48016,event,1,0,0,0,0,-1,,NULL,NULL,1
48101,event,1,0,0,0,0,-1,,NULL,NULL,1
48501,event,1,0,0,0,0,-1,,NULL,NULL,1
48502,event,1,0,0,0,0,-1,,NULL,NULL,1
48503,event,3,0,0,0,0,-1,,NULL,NULL,1
48504,event,1,0,0,0,0,-1,,NULL,NULL,1
48701,event,1,0,0,0,0,-1,,NULL,NULL,1
48702,event,1,0,0,0,0,-1,,NULL,NULL,1
48703,event,1,0,0,0,0,-1,,NULL,NULL,1
41001,event,3,0,0,0,0,-1,log,NULL,NULL,1
41002,event,3,0,0,0,0,-1,log,NULL,NULL,1
41003,event,3,0,0,0,0,-1,log,NULL,NULL,1
41004,event,3,0,0,0,0,-1,log,NULL,NULL,1
41005,event,3,0,0,0,0,-1,log,NULL,NULL,1
41006,event,3,0,0,0,0,-1,log,NULL,NULL,1
41007,event,3,0,0,0,0,-1,log,NULL,NULL,1
41008,event,3,0,0,0,0,-1,log,NULL,NULL,1
41009,event,3,0,0,0,0,-1,,NULL,NULL,1
41010,event,3,0,0,0,0,-1,,NULL,NULL,1
41011,event,3,0,0,0,0,-1,,NULL,NULL,1
41012,event,3,0,0,0,0,-1,,NULL,NULL,1
41013,event,3,0,0,0,0,-1,,NULL,NULL,1
41014,event,3,0,0,0,0,-1,,NULL,NULL,1
41015,event,3,0,0,0,0,-1,,NULL,NULL,1
47001,event,3,0,0,0,0,-1,log,NULL,NULL,1
47002,event,3,0,0,0,0,-1,log,NULL,NULL,1
47003,event,3,0,0,0,0,-1,log,NULL,NULL,1
47004,event,3,0,0,0,0,-1,log,NULL,NULL,1
47005,event,3,0,0,0,0,-1,log,NULL,NULL,1
47006,event,3,0,0,0,0,-1,log,NULL,NULL,1
47007,event,3,0,0,0,0,-1,log,NULL,NULL,1
47008,event,3,0,0,0,0,-1,log,NULL,NULL,1
47009,event,3,0,0,0,0,-1,log,NULL,NULL,1
47010,event,3,0,0,0,0,-1,log,NULL,NULL,1
47011,event,3,0,0,0,0,-1,log,NULL,NULL,1
47012,event,3,0,0,0,0,-1,"log,particle",NULL,NULL,1
47013,event,3,0,0,0,0,-1,log,NULL,NULL,1
47014,event,3,0,0,0,0,-1,log,NULL,NULL,1
47015,event,3,0,0,0,0,-1,log,NULL,NULL,1
47016,event,3,0,0,0,0,-1,log,NULL,NULL,1
49001,event,3,0,0,0,0,-1,,NULL,NULL,1
49002,event,3,0,0,0,0,-1,,NULL,NULL,1
49003,event,3,0,0,0,0,-1,,NULL,NULL,1
49004,event,3,0,0,0,0,-1,,NULL,NULL,1
49005,event,1,0,0,0,0,-1,,NULL,NULL,1
49006,event,3,0,0,0,0,-1,shingeki,NULL,NULL,1
49007,event,1,0,0,0,0,-1,,NULL,NULL,1
49008,event,3,0,0,0,0,-1,miku,NULL,2017-01-26 15:00:00,1
49009,event,3,0,0,0,0,-1,miku,NULL,2017-01-26 15:00:00,1
49010,event,3,0,0,0,0,-1,miku,NULL,2017-01-26 15:00:00,1
49011,event,3,0,0,0,0,-1,miku,NULL,2017-01-26 15:00:00,1
49012,event,3,0,0,0,0,-1,,NULL,NULL,1
49013,event,3,0,0,0,0,-1,,NULL,NULL,1
49014,event,3,0,0,0,0,-1,"log,nyanko",NULL,NULL,1
49015,event,3,0,0,0,0,-1,,NULL,NULL,1
49016,event,1,0,0,0,0,-1,log,NULL,NULL,1
50001,event,1,0,0,0,0,-1,,NULL,NULL,1
50002,event,1,0,0,0,0,-1,,NULL,NULL,1
50003,event,3,0,0,0,0,-1,log,NULL,NULL,1
50004,event,3,0,0,0,0,-1,log,NULL,NULL,1
50005,event,3,0,0,0,0,-1,log,NULL,NULL,1
50006,event,3,0,0,0,0,-1,log,NULL,NULL,1
50007,event,3,0,0,0,0,-1,log,NULL,NULL,1
50008,event,3,0,0,0,0,-1,log,NULL,NULL,1
50009,event,1,0,0,0,0,-1,log,NULL,NULL,1
50010,event,3,0,0,0,0,-1,log,NULL,NULL,1
50011,event,3,0,0,0,0,-1,log,NULL,NULL,1
50012,event,3,0,0,0,0,-1,log,NULL,NULL,1
50013,event,3,0,0,0,0,-1,log,NULL,NULL,1
50014,event,3,0,0,0,0,-1,log,NULL,NULL,1
50015,event,3,0,0,0,0,-1,log,NULL,NULL,1
50016,event,1,0,0,0,0,-1,log,NULL,NULL,1
51001,event,3,0,0,0,0,-1,log,NULL,NULL,1
51002,event,3,0,0,0,0,-1,log,NULL,NULL,1
58001,event,1,0,0,0,0,-1,log,NULL,NULL,1
58002,event,1,0,0,0,0,-1,log,NULL,NULL,1
58003,event,3,0,0,0,0,-1,log,NULL,NULL,1
58101,event,1,0,0,0,0,-1,log,NULL,NULL,1
59001,event,3,0,0,0,0,-1,"log,miku",NULL,2017-01-26 15:00:00,1
59002,event,3,0,0,0,0,-1,"log,nyanko",NULL,NULL,1
59003,event,1,0,0,0,0,-1,log,NULL,NULL,1
60001,ranking,1,0,0,0,0,-1,,NULL,NULL,1
60002,ranking,1,0,0,0,0,-1,,NULL,NULL,1
60003,ranking,1,0,0,0,0,-1,,NULL,NULL,1
60004,ranking,1,0,0,0,0,-1,,NULL,NULL,1
60005,ranking,1,0,0,0,0,-1,,NULL,NULL,1
60006,ranking,3,0,0,0,0,-1,,NULL,NULL,1
60007,ranking,3,0,0,0,0,-1,,NULL,NULL,1
60010,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60011,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
61011,ranking,1,0,0,0,0,-1,log,NULL,NULL,1
60012,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60013,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60014,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60015,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60016,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60017,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60018,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60019,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60020,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60025,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60026,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60027,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60028,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60029,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60030,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60031,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
60032,ranking,3,0,0,0,0,-1,log,NULL,NULL,1
61001,event,1,0,0,0,0,-1,log,NULL,NULL,1
65523,event,1,0,0,0,0,-1,,NULL,NULL,1
65524,event,1,0,0,0,0,-1,,NULL,NULL,1
65525,event,1,0,0,0,0,-1,,NULL,NULL,1
65526,event,1,0,0,0,0,-1,,NULL,NULL,1
65527,event,1,0,0,0,0,-1,,NULL,NULL,1
65528,event,1,0,0,0,0,-1,,NULL,NULL,1
65529,event,1,0,0,0,0,-1,,NULL,NULL,1
65530,event,1,0,0,0,0,-1,,NULL,NULL,1
65531,event,1,0,0,0,0,-1,,NULL,NULL,1
65532,event,1,0,0,0,0,-1,,NULL,NULL,1
65533,event,1,0,0,0,0,-1,,NULL,NULL,1
65534,event,1,0,0,0,0,-1,,NULL,NULL,1
65535,event,1,0,0,0,0,-1,,NULL,NULL,1
60021,event,1,0,0,0,0,-1,,NULL,NULL,1
60022,event,1,0,0,0,0,-1,,NULL,NULL,1
60023,event,1,0,0,0,0,-1,,NULL,NULL,1
60024,event,1,0,0,0,0,-1,,NULL,NULL,1
